procuringEntity_name,monto_total,num_procesos
SUPERINTENDENCIA DE BALAO,145940.54,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TUTUPALI,145693.19,24
DIRECCION DISTRITAL 09D17 - MILAGRO - MIES,145628.07,18
DIRECCION DISTRITAL 07D04-BALSAS-MARCABELI-PIÑAS-MINISTERIO DE DESARROLLO HUMANO,145616.03,109
"INSTITUTO TECNOLOGICO SUPERIOR ""CENTRO TECNOLOGICO NAVAL""",145011.87,123
COORDINACION ZONAL 6 - MIES,144918.37,140
FEDERACION ECUATORIANA DE DEPORTES ECUESTRES,144697.5,2
"MINISTERIO DEL TRABAJO, REGIONAL 2, LITORAL Y GALÁPAGOS",144457.96,3
GOBIERNO PARROQUIAL RURAL DE SAN CARLOS DE LAS MINAS,144434.37,3
DIRECCION DISTRITAL 10D01-IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI-IMBABURA-MIT,144311.11,5
AGRUPAMIENTO DE COMUNICACIONES Y GUERRA ELECTRONICA,143777.63,33
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PEDERNALES EPMAPA - PED,143500.7,6
CENTRO DE SALUD  B -PASAJE,143244.18999999997,53
Unidad Educativa Jose de Villamil,142995.86,66
CONSEJO NACIONAL PARA LA IGUALDAD DE DISCAPACIDADES,142801.76,59
INSTITUTO NACIONAL DE METEOROLOGÍA E HIDROLOGÍA,142655.33,42
CENTRO DE SALUD A - PARQUE INDUSTRIAL,141997.66,50
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE BORBON,141754.84,3
JUNTA PARROQUIAL SAN JUAN,141523.54,50
COORDINACION ZONAL 7-MIES,141178.99,39
COORDINACION ZONAL 4 - MINISTERIO DE DESARROLLO HUMANO,141053.07,33
DIRECCION DISTRITAL 13D10 JAMA-PEDERNALES-MIES,140460.52,10
Centro de Investigacion y Desarrollo de la FAE,140332.41,122
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LIMONAL,139739.64,5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN DE PASTOCALLE,139620.8,3
UNIDAD EDUCATIVA POLICIA NACIONAL,139536.77,1
DIRECCIÓN DISTRITAL 15D01-ARCHIDONA-CARLOS JULIO AROSEMENA TOLA-TENA-NAPO-MTOP,139317.39,9
CUERPO DE BOMBEROS DE LA LIBERTAD,139114.06,21
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHANDUY,138211.91,36
GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PANGUA,137551.0,2
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL DE JULCUY,137543.63,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AGUAS NEGRAS,137511.78,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NAYON,137414.38,110
BANCO DE DESARROLLO DEL ECUADOR B.P. SUCURSAL ZONAL DEL AUSTRO,137331.91,23
UNIDAD EDUCATIVA FAE NO. 1,136765.57,97
JUNTA PARROQUIAL ZUMBAHUA,136072.57,101
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MALDONADO,135962.0,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE JUNCAL,135800.1,20
CENTRO DE SALUD A - VINCES,135465.91999999998,87
Cuerpo de Bomberos de Caluma,134733.34,22
CENTRO DE SALUD B - EL EMPALME,134281.97,71
DIRECCION DISTRITAL 02D02 CHILLANES EDUCACION,134185.28,34
HOSPITAL BASICO 7BI LOJA,133838.74000000002,84
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COJITAMBO,133742.24,14
REGISTRO DE LA PROPIEDAD DEL CANTON LOJA,133640.06,40
CAPITANIA DEL PUERTO DE ESMERALDAS,133295.01,77
JUNTA PARROQUIAL DE PANO,133150.98,52
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TUNDAYME,133085.66999999998,3
ESCUELA TECNICA DE LA FUERZA AEREA,133024.81,24
PATRONATO DE AMPARO SOCIAL DEL GAD MUNICIPAL DE TULCAN,132987.9,94
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JUAN MONTALVO,132972.97,24
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL GUAPAN,132845.04,26
Hospital Psiquiátrico San Lázaro,132800.52000000002,23
COMITE PROMEJORAS BARRIO EL BELEN,132788.01,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA ASUNCION,132430.62,33
SECRETARIA NACIONAL DE PLANIFICACION,131954.64,38
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PINLLOPATA,131694.49,14
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZALO PIZARRO,131172.55,5
CONSEJO CANTONAL DE PROTECCIÓN DE DERECHOS CUENCA,130785.79000000001,29
CONSORCIO EL ROCIO,130632.15,54
DIRECCION DISTRITAL 09D09-TARQUI -3-MAG,130609.12,46
ESPE-INNOVATIVA E.P.,130297.03,83
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN BARTOLOME DE PINLLO,130214.82,2
DIRECCION DISTRITAL 09D17 - MILAGRO - MINISTERIO DE DESARROLLO HUMANO,130182.18,87
Junta Parroquial de Julio Andrade,130155.56,7
REGISTRO MUNICIPAL DE LA PROPIEDAD DEL CANTON MACHALA,129396.68,90
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CUSUBAMBA,129370.31,8
DIRECCION DISTRITAL 01D04- CHORDELEG GUALACEO-EDUCACION,128973.08,24
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL VICTORIA DEL PORTETE,128946.23,60
CUERPO DE BOMBEROS DE PATATE,128701.95,35
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTIAGO DE QUITO,128493.65999999999,5
CUERPO DE BOMBEROS DE YAGUACHI,128149.62999999999,78
EMPRESA PUBLICA DE LA UNIVERSIDAD DE LAS ARTES - UARTES EP,127878.12,55
DIRECCION DISTRITAL 13D03 -JIPIJAPA-PUERTO LOPEZ-SALUD,127791.29,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PROGRESO,127574.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NULTI,127557.64,86
DISTRITO QUITUMBE,127468.27,6
DIRECCION DISTRITAL 09D15 - EMPALME - MIES,126633.49,117
CENTRO DE SALUD B -HUAQUILLAS,126377.43,81
"UNIDAD EDUCATIVA DE FUERZAS ARMADAS COLEGIO MILITAR N 4  ""ABDON CALDERON""",126312.88,107
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA SOFIA,125747.39,4
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA SAN JUAN DE POZUL,125646.93,3
DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,125404.27,35
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN LUIS,125261.61,7
BRIGADA DE INFANTERIA MOTORIZADA NO. 7 LOJA,125214.25,3
CUERPO DE BOMBEROS VOLUNTARIOS DEL SIGSIG,125053.95999999999,41
AGENCIA DE REGULACIÓN Y CONTROL DEL AGUA,124935.41,29
COTOPAXI SOLIDARIO,124776.86,92
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PACCHA,124641.82,6
GOBIERNO PARROQUIAL AUTONOMO DESCENTRALIZADO DE RIOCHICO,124606.01999999999,39
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANTA MARIA DE HUIRIRIMA,124341.0,4
DIRECCION DISTRITAL 11D05 - ESPINDOLA - SALUD,124141.59,30
Gobernación del Guayas,123824.02,22
LLAKIK WASI,123373.34,259
ESTACION DE SERVICIOS ESPOCH GASOLINERA POLITECNICA EP,123243.45,55
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA PASTAZA,123124.28,49
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PUMPUENTSA,123042.52,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PROGRESO,122618.61,24
DIRECCION DISTRITAL 11D04-CELICA-PINDAL-PUYANGO-SALUD,122589.49,35
BANCO NACIONAL DE FOMENTO EN LIQUIDACIÓN,122298.16,44
Fundacion Municipal El Barranco,122290.56,2
GOBIERNO PARROQUIAL DE AMALUZA,122096.93000000001,140
CENTRO DE SALUD B - CARIAMANGA,121765.41,99
DIRECCION DISTRITAL 04D02 MONTUFAR-BOLIVAR-SALUD,121637.27,16
Escuela de Infanteria Aerea,121460.79000000001,126
LA NACIONAL DE LOJA - EP,121379.86,17
DIRECCION DISTRITAL 11D05-ESPÍNDOLA-EDUCACION,121320.25,46
Junta Parroquial Rural La Esperanza,121273.96,5
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PIÑAS,121025.62,49
DIRECCION NACIONAL DE EDUCACION DE LA POLICIA NACIONAL,120659.26999999999,132
Dirección Distrital 02D04 Caluma - Echeandía - Las Naves - Educación,120623.87,63
UNIDAD EDUCATIVA FISCOMISIONAL DE FUERZAS ARMADAS COLEGIO MILITAR NRO. 5 TCRN. LAURO GUERRERO,120621.45,62
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MIGUEL,120573.44,34
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE MALACATOS,120129.28,18
DIRECCION DISTRITAL 17D11-MEJIA-RUMIÑAHUI-MIES,119923.31,17
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARACOL GADP RURAL CARACOL,119885.34999999999,6
CENTRO DE SALUD A - EL CARMEN,119800.15,101
FISCALIA DE SANTA ELENA,119239.2,13
FIDEICOMISO DE ADMINISTRACION DEL FONDO PARA EL DESARROLLO DE PROYECTOS DE ASOCIACIONES PUBLICO -PRIVADAS,118995.0,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA CAROLINA,118567.16,35
CENTRO DE SALUD B - SUCÚA,118518.05,131
Escuela de la Marina Mercante Nacional,117809.29000000001,71
MINISTERIO DE ENERGIA Y MINAS,117491.03,10
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL RIO CORRIENTE,116787.78,2
DIRECCION DISTRITAL 02D01-GUARANDA-MAGP,116492.97,20
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SANGUILLIN,116441.09,47
UNIDAD DE ANÁLISIS FINANCIERO Y ECONÓMICO UAFE,116362.34,30
COORDINACION ZONAL 8  - INEC,116283.24,102
DIRECCION DISTRITAL 18D01C01 AMBATO TUNGURAHUA MIT,116177.19,10
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE ORELLANA,114547.72,29
DIRECCIÓN DISTRITAL 22D02C04-PUERTO FRANCISCO DE ORELLANA COCA-ORELLANA-MTOP,114537.67,11
DIRECCION DISTRITAL 11D07 MACARA SOZORANGA SALUD,114374.26000000001,38
Fiscalia de Esmerald,113721.98999999999,34
JUNTA PARROQUIAL MIGUEL EGAS,113572.83,28
"MINISTERIO DE EDUCACION, DEPORTE Y CULTURA -SUBSECRETARIA DE EDUCACION DEL DISTRITO DE GUAYAQUIL ZONA 8",113394.56,8
Empresa Publica de Vialidad Zamora Chinchipe,113210.9,9
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL TRIUNFO,113101.91,60
UNIDAD NACIONAL DE INVESTIGACION ANTISECUESTROS Y EXTORSION,112935.08,10
Fiscalía de Los Ríos,112551.04000000001,21
CONSEJO CANTONAL DE SEGURIDAD CIUDADANA,112408.47,6
DIRECCION DISTRITAL 07D02-MACHALA-MIES,112350.52,151
DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-CARCHI-MIT,112334.0,38
DIRECCION PROVINCIAL DE SALUD DE CHIMBORAZO,112198.0,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZOL,112185.71,13
COORDINACION ZONAL 3-MINISTERIO DE DESARROLLO HUMANO,112058.81,54
CENTRO DE SALUD B - SAN MIGUEL DE BOLIVAR,111817.71,70
Cuerpo de Bomberos de Paute,111747.13,32
SUBZONA NAPO,111592.73,118
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO,110908.87,6
"MINISTERIO DE EDUCACION, DEPORTE Y CULTURA ZONA 3",110888.59,8
FISCALÍA DE TUNGURAHUA,110776.93000000001,69
ORQUESTA SINFONICA NACIONAL DEL ECUADOR,110750.48999999999,45
MINISTERIO DEL TRABAJO: DIRECCIÓN REGIONAL DE TRABAJO Y SERVICIO PÚBLICO DE CUENCA REGIONAL 6,109323.70999999999,24
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JUAN BAUTISTA AGUIRRE,109309.03,3
CONSEJO NACIONAL DE GOBIERNOS PARROQUIALES RURALES DEL ECUADOR,108652.66,56
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE NAMBACOLA,108413.54,50
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMALES,108264.66,110
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUANAZAN,108242.57,1
"BATALLÓN DE OPERACIONES ESPECIALES EN SELVA No. 54 ""CAPT. CALLES""",108190.27,43
"DIRECCION NACIONAL DE INVESTIGACION DE DELITOS CONTRA LA VIDA, MUERTES VIOLENTAS, DESAPARICIONES, SECUESTRO Y EXTORSION. DINASED",108132.44,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA CANELA,107753.2,2
"Facultad de Jurisprudencia, Ciencias Polìticas y Sociales Universidad Central",107486.05,58
FEDERACION DEPORTIVA PROVINCIAL DE BOLIVAR,107477.03,43
COORDINACION ZONAL 9 DE GESTION DE RIESGOS,107285.03,56
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL CHORRO,107279.12,22
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL CONVENTO,107212.52,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ASCAZUBI,106859.87999999999,51
JUNTA PARROQUIAL DE QUICHINCHE,106812.87,3
DIRECCION DISTRITAL 14D01-MORONA-MIES,106563.41,30
DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA ZAMORA,106340.42,44
Facultad de Odontología de la Universidad Central del Ecuador,105788.59999999999,21
Corte Constitucional,105734.55,111
DIRECCION DISTRITAL 22D02-LORETO-ORELLANA MIES,105286.95999999999,49
GOBIERNO AUTONOMO PARROQUIAL DE ZUÑAC,105247.31,9
CENTRO DE SALUD A GUALAQUIZA,104683.68000000001,72
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EUGENIO ESPEJO,104442.3,35
EMPRESA PUBLICA VIAL INFRAESTRUCTURA Y ASFALTADO DE SUCUMBIOS,104065.88999999998,2
JUNTA PARROQUIAL YASUNI,104026.59,2
CUERPO DE BOMBEROS DEL CANTON PUJILI,103909.6,27
VICEPRESIDENCIA DE LA REPUBLICA ,103758.65,10
DIRECCION DISTRITAL 02D03 CHIMBO-SAN MIGUEL EDUCACION,103678.43,66
"MINISTERIO DE EDUCACION, DEPORTE Y CULTURA - SUBSECRETARIA DE EDUCACION DEL DISTRITO METROPOLITANO DE QUITO ZONA 9",103514.16,70
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA IBERIA,103142.2,28
DIRECCION DISTRITAL 23D01 - PARROQUIAS URBANAS RIO VERDE A CHIGUILPE Y PARROQUIAS RURALES ALLURIQUIN A PERIFERIA - SANTO DOMINGO DE LOS TSACHILAS - MIT,102809.48000000001,3
HOGAR MIGUEL LEON DE LA CIUDAD DE CUENCA,102796.52,82
DIRECCION DISTRITAL 03D01-AZOGUES-BIBLIAN-DELEG-CAÑAR-MTOP,102666.72,9
GOBIERNO PARROQUIAL AUTONOMO DESCENTRALIZADO DE ABDON CALDERON DE LA PROVINCIA DE MANABI,102658.91,8
Dirección distrital 22D03 aguarico,102542.33,32
Orquesta Sinfónica de Loja,101879.49,10
JUNTA PARROQUIAL SAN PABLO DE LAGO,101782.81,6
GOBIERNO AUTONOMO PARROQUIAL DE TENGUEL,101695.55,1
COORDINACION ZONAL 6 - INEC,101298.54000000001,127
DIRECCION DISTRITAL 16D02-ARAJUNO-SALUD,101162.47,37
Empresa Universitaria de Salud  EP EUS EP,100989.88,33
DIRECCIÓN DISTRITAL 01D08-SIGSIG-EDUCACIÓN,100908.31,22
BANCO DE DESARROLLO DEL ECUADOR B.P. SUCURSAL ZONAL SIERRA CENTRO-PASTAZA,100851.64,39
"INSTITUTO NACIONAL DE DONACION Y TRASPLANTE DE ORGANOS, TEJIDOS Y CELULAS",100530.17,12
Junta Parroquial de General Proaño ,100228.32,141
GOBIERNO AUTONOMO DESCENTRALIZADO 10 DE AGOSTO,100043.16,5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUACHI GRANDE ,100013.07,87
MANCOMUNIDAD LA ESPERANZA,99795.55,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAVISTA EL ORO,99382.6,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE PAMBIL,99367.85,22
DIRECCION DISTRITAL DE EDUCACION 17D01 - NOROCCIDENTE,98865.13,17
FISCALIA DE BOLIVAR,98226.56,86
Fiscalia Santo Domingo de los Tsachilas,98166.54000000001,6
GOBIENRO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUEL DE CONCHAY ,98127.54000000001,5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BARBONES,97980.0,5
DIRECCION DISTRITAL-16D01-PASTAZA-MERA-SANTA CLARA - MINISTERIO DE DESARROLLO HUMANO,97144.79000000001,5
COORDINACION ZONAL 3 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,96795.03,75
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE DUCUR,96191.11,36
PICHINCHA COMUNICACIONES EP,95883.0,8
DIRECCION DISTRITAL 09D20 SALITRE MIES,95620.41,55
Consejo Nacional Electoral Delegación Provincial de Manabí,95589.0,53
DIRECCION DISTRITAL 06D01-CHAMBO-RIOBAMBA-CHIMBORAZO-MIT,95568.18000000001,6
COORDINACIÓN ZONAL 8 - SENESCYT,95338.73,22
"EMPRESA PUBLICA MUNICIPAL DE TERMINALES TERRESTRES, PARQUE INDUSTRIAL Y DESARROLLO LOCAL PUERTO SECO Y ZONA ROSA EP.",95277.37,3
UNIDAD EDUCATIVA CRNL LUCIANO CORAL MORILLO,94965.82,67
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CACHA,94683.17,36
CENTRO DE SALUD B CELICA,94606.14,100
JUNTA PARROQUIAL DE MARISCAL SUCRE,94513.95999999999,52
CENTRO DE SALUD A - PILLARO,93914.42,93
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE IZAMBA,93630.38,16
CONSEJO NACIONAL ELECTORAL SANTO DOMINGO,93559.64,94
BRIGADA DE COMUNICACIONES N 33 RUMIÑAHUI,93558.64,82
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHICAN,93459.67,38
DIRECCIÓN DISTRITAL 11D06 CALVAS GONZANAMA QUILANGA EDUCACION,93240.01000000001,15
CONSEJO NACIONAL ELECTORAL DELEGACION PROVINCIAL DE MORONA SANTIAGO,92830.69,36
TRANSPORTES NAVIEROS ECUATORIANOS TRANSNAVE,92758.58,11
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN CRISTOBAL,92678.14,14
FISCALIA DE LOJA,92381.01,38
GOBIERNO AUTONOMO DESCENTRALIZADO PARRIQUIAL RURAL DE ACHUPALLAS,92375.63,14
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUAMBALO,91439.64,141
UNDAD EDUCATIVA HEROES DEL CENEPA,91417.35,87
JUNTA PARROQUIAL GARCIA MORENO,91217.42,6
DIRECCION PROVINCIAL DE SALUD DE PICHINCHA,91000.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL 11 DE NOVIEMBRE,90964.03,6
DIRECCION DISTRITAL-13D10-JAMA-PEDERNALES - MINISTERIO DE DESARROLLO HUMANO,90835.29000000001,85
DIRECCION DISTRITAL 14D06 LIMON INDANZA-SANTIAGO-TWINTZA-EDUCACIÓN,90570.39,42
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA ASUNCION,90469.2,2
FISCALIA DE SUCUMBIOS,90380.43000000001,57
EMPRESA MUNICIPAL DE CONSTRUCCION VIAL DEL CANTON SANTA ELENA EMUVIAL EP,90053.62,23
BRIGADA DE INFANTERIA MOTORIZADA N13 PICHINCHA,89952.08,6
CUERPO DE BOMBEROS DE ANTONIO ANTE,89881.16,41
JUNTA PARROQUIAL DE CHUPIANZA,89812.09,52
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA URDANETA,89700.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TINGO,89558.18,3
Junta Parroquial Rural de San Jose del Tambo,89488.56,26
HIDROPLAYAS EP,89339.34999999999,66
COORDINACION ZONAL 6 - SENESCYT,89205.45,84
DIRECCION PROVINCIAL DE SALUD DEL CAÑAR,88777.03,2
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL DE AMBUQUI-CHOTA,88396.13,8
CUERPO DE BOMBEROS DEL CANTON YANTZAZA,88125.43999999999,67
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL RETIRO,88006.17,1
GAD PARROQUIAL DE SHIMPIS,87673.73000000001,31
COMANDO DE OPERACIONES AEREAS Y ESPACIALES - COAE,87510.18,1
UNIDAD DE GESTION Y REGULARIZACION,87298.41,32
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAMARIA,87280.75,61
"EMPRESA PUBLICA DE DESARROLLO, PRODUCCION E INVERSIONES, GUAYAS ESTRATEGICA EP",87069.06,10
Parlamento Andino,87046.41,7
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CRUCITA,86450.13,32
Empresa Pública de Agua Potable y Alcantarillado del Cantón Zamora EP EMAPAZ EP,86327.13,30
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE POALO,85915.54,22
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL PUNIN,85826.0,4
CUERPO DE BOMBEROS DE NARANJITO,85492.63,9
COORDINACION ZONAL- 4 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,85437.03,7
FEDERACIÓN DEPORTIVA PROVINCIAL DE ORELLANA,85280.65,30
ASOCIACION DE PRODUCTORES AGROPECUARIOS 10 DE MAYO,84831.28,3
CONSEJO NACIONAL ELECTORAL - DELGACION PROVINCIAL DEL AZUAY,84550.09,50
Hospital Movil  No. 2,84128.76,95
Casa de la Cultura Ecuatoriana Benjamín Carrión Núcleo Pichincha,84110.67,56
DIRECCION PROVINCIAL DE SALUD DE ESMERALDAS,83997.25,4
CUERPO DE BOMBEROS DE JOYA DE LOS SACHAS,83795.16,45
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE VALLADOLID,83613.26000000001,14
CENTRO ESPECIALIZADO EN GENETICA MEDICA,83469.54000000001,38
JUNTA PARROQUIAL DE SAN LUIS DEL ACHO,83317.89,4
JUNTA PARROQUIAL GUARE,83228.52,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LLUZHAPA,82965.49,3
DIRECCION PROVINCIAL DE SALUD DE COTOPAXI,82920.6,3
cuerpo de bomberos de gualaquiza,82851.62,10
DIRECCIÓN DISTRITAL 01D01- PARROQUIAS URBANAS MACHÁNGARA A BELLAVISTA Y PARROQUIAS RURALES NULTI A SAYAUSI - MAG,82845.62,25
CARRERA DE INGENIERIA AGROPECUARIA IASA I - ESPE,82681.6,12
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL LA UNION,82408.15,36
"DIRECCION REGIONAL DEL MINISTERIO DEL TRABAJO N 7 LOJA, EL ORO Y ZAMORA",81963.51000000001,40
FEDERACION DEPORTIVA DE MORONA SANTIAGO,81897.66,39
GOBIERNOAUTONOMODESCENTRALIZADO PARROQUIAL RURAL CAPITAN AUGUSTO RIVADENEIRA,81774.59,3
Cuerpo de Bomberos del canton Pajan.,81732.86,28
Cuerpo de Bomberos Voluntarios del Cantón Santa Isabel,81440.18000000001,9
MINISTERIO DE DESARROLLO URBANO Y VIVIENDA,81418.79,15
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL ALEJO LASCANO,81331.04000000001,2
CENTRO DE SALUD B - SANTA ROSA,81234.92,71
CAPITANIA DEL PUERTO DE MANTA,81163.63,73
JUNTA PAROOQUIAL SUMACO,80742.67,18
BANCO DE DESARROLLO DEL ECUADOR B.P. SUCURSAL ZONAL LITORAL,80586.51999999999,42
REGISTRO DE LA PROPIEDAD MUNICIPAL DEL CANTON OTAVALO,80564.52,56
CONSEJO DE PROTECCION DE DERECHOS DEL DISTRITO METROPOLITANO DE QUITO,80509.82,49
FEDERACION DEPORTIVA DE IMBABURA,80306.79,31
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JUAN MONTALVO,80200.91,6
Junta Parroquial de Sinsao,79948.40000000001,37
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COCHAPAMBA,79820.8,21
Consejo Nacional Electoral Delegacion Provincial de Esmeraldas,79789.52,86
Facultad de Ciencias Quimicas,79395.16,39
DIRECCION DISTRITAL 03D01 AZOGUES BIBLIAN DELEG MINISTERIO DE DESARROLLO HUMANO,79205.04000000001,10
FEDERACION ECUATORIANA DE HOCKEY Y PATIN,79000.0,2
DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR NANGARITZA PAQUISHA EDUCACION,78817.58,60
MANCOMUNIDAD PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DE LOS CANTONES DE PUJILI Y SAQUISILI,78686.54,26
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ANCONCITO,78494.45,201
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN ANDRES,78407.27,8
DIRECCION DISTRITAL 03D01 AZOGUES BIBLIAN DELEG MIES,78307.26,101
BENEMERITO CUERPO DE BOMBEROS VOLUNTARIOS DE CHORDELEG,78141.67,13
Cuerpo de Bomberos del cantón Palora,78026.48999999999,36
DIRECCION DISTRITAL 01D05-NABON-OÑA-EDUCACION,77959.83,22
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MANU,77749.76000000001,48
DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-ZAMORA CHINCHIPE-MTOP,77677.94,17
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FEBRES CORDERO,77673.31,5
